,index,DateTime,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),WHOLEHOUSE PHIUSMELS:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE FRIDGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE RANGE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESDRYER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE CLOTHESWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE DISHWASHER:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGSENSIBLE:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE SIZINGLATENT:Electric Equipment Electricity Energy [J](Hourly),WHOLEHOUSE:Zone Mean Air Dewpoint Temperature [C](Hourly),WHOLEHOUSE:Zone Ventilation Mass Flow Rate [kg/s](Hourly),WHOLEHOUSE:Zone Air Temperature [C](Hourly),WHOLEHOUSE:Zone Air Relative Humidity [%](Hourly),WHOLEHOUSE:Zone Air CO2 Concentration [ppm](Hourly),Whole Building:Facility Total Purchased Electricity Energy [J](Hourly),Whole Building:Facility Total Surplus Electricity Energy [J](Hourly),WHOLEHOUSE OCCUPANTS:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),WHOLEHOUSE:Zone Heat Index [C](Hourly),BARANGESCHEDULE:Schedule Value [](Hourly),PHIUS_LIGHTING:Schedule Value [](Hourly),PHIUS_MELS:Schedule Value [](Hourly),COMBINEDDHWSCHEDULE:Schedule Value [](Hourly),BACLOTHESDRYERSCHEDULE:Schedule Value [](Hourly),BACLOTHESWASHERSCHEDULE:Schedule Value [](Hourly),BADISHWASHERSCHEDULE:Schedule Value [](Hourly),OCCUPANT_ACTIVITY_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_EFF_SCHEDULE:Schedule Value [](Hourly),OCCUPANT_CLOTHING_SCHEDULE:Schedule Value [](Hourly),CO2_SCHEDULE:Schedule Value [](Hourly),OCCUPANTSCHEDULE:Schedule Value [](Hourly),MECHAVAILABLE:Schedule Value [](Hourly),NATVENT:Schedule Value [](Hourly),SCHNATVENT:Schedule Value [](Hourly),OUTAGECOOLING:Schedule Value [](Hourly),DEMAND CONTROL COOLING:Schedule Value [](Hourly),SHADINGAVAILABLE:Schedule Value [](Hourly),SIZINGLOADS:Schedule Value [](Hourly),WEATHER MORPH:Schedule Value [](Hourly),HVAC_ALWAYS_4:Schedule Value [](Hourly),PHIUS_68F:Schedule Value [](Hourly),DHW_122F:Schedule Value [](Hourly),PHIUS_77F:Schedule Value [](Hourly),HUMIDITY_SETPOINT:Schedule Value [](Hourly),AIRVELOCITYSCH:Schedule Value [](Hourly),ALWAYS_ON:Schedule Value [](Hourly),ALWAYS OFF:Schedule Value [](Hourly),ERVAVAILABLE:Schedule Value [](Hourly),WHOLEHOUSE_WINDOWFRACTIONCONTROL:Schedule Value [](Hourly),WHOLEHOUSE_TB SCHEDULE:Schedule Value [](Hourly),COUNT:Schedule Value [](Hourly),PHIUSEXTLIGHT:Exterior Lights Electricity Energy [J](Hourly) ,Date2,Time,Date
4810,5002,1900-07-20 10:00:00,26.475,8.9375,32.875,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.55503646348236,0.0,25.942594045062503,46.337371974179575,999.4448641803928,204611.76906482785,0.0,23.91593577337792,25.802329273339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.5557744499363437,0.0,0.0,07/20,10:00:00,07/20
4811,5003,1900-07-20 11:00:00,27.3875,6.924999999999999,27.25,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.802533684879846,0.0,26.503778766396795,45.55474454126856,1059.3098916527315,204925.6705944038,0.0,24.49963120906001,26.47358705351012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.7317506851626367,0.0,0.0,07/20,11:00:00,07/20
4812,5004,1900-07-20 12:00:00,27.1125,5.4125,25.0,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.767987763339551,0.0,26.876319347119846,44.4669068100471,1101.167933083036,205095.6060970135,0.0,24.88192555706896,26.99779367671415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.5901163265160561,0.0,0.0,07/20,12:00:00,07/20
4813,5005,1900-07-20 13:00:00,26.7,5.375,25.625,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.705777159259744,0.0,27.274908508999008,43.2637307285897,1137.3651104726869,204410.50911453128,0.0,25.27656467215185,27.25471761221123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.464899569960858,0.0,0.0,07/20,13:00:00,07/20
4814,5006,1900-07-20 14:00:00,27.7,5.225,24.125,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.728624057427457,0.0,27.70324189975851,42.25541797111886,1170.1298646779608,205032.74696598155,0.0,25.68776145242121,27.55679653797007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.3011776065100946,0.0,0.0,07/20,14:00:00,07/20
4815,5007,1900-07-20 15:00:00,27.9875,5.375,23.625,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.78764747677466,0.0,27.933711469091254,41.850457264241015,1201.538892228254,205702.1310519747,0.0,25.92179903273566,27.733366521515286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.2180822561413515,0.0,0.0,07/20,15:00:00,07/20
4816,5008,1900-07-20 16:00:00,27.8,4.5375,22.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.920633893441977,0.0,28.20456668659157,41.55318738718604,1236.7228711974008,205644.6017469569,0.0,26.195012128025613,27.96025967597831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.3251904227274256,0.0,0.0,07/20,16:00:00,07/20
4817,5009,1900-07-20 17:00:00,27.425,3.525,21.375,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.95092728199158,0.0,28.52950606595381,40.85695635299015,1263.7985351585887,206078.46334640196,0.0,26.49979042336009,28.2141027322232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.871843524361954,0.0,0.0,07/20,17:00:00,07/20
4818,5010,1900-07-20 18:00:00,26.200000000000003,3.9875,23.5,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.844009672604361,0.0,28.72804280995692,40.10874188445431,1275.668446028739,206410.9742342895,0.0,26.67466455850092,28.345245400024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-2.114085021641687,0.0,0.0,07/20,18:00:00,07/20
4819,5011,1900-07-20 19:00:00,23.85,4.4,28.125,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,13.842313598925628,0.0,28.34415008840337,41.01111731849208,1290.0747455146188,206585.57982727067,0.0,26.36007469045896,28.05021402433558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-3.944877166625649,0.0,0.0,07/20,19:00:00,07/20
4820,5012,1900-07-20 20:00:00,20.3625,4.775,36.25,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,7.641829548594616,4.850170858659367,23.792514877298387,35.816203117603294,737.7946804591841,210198.68307945205,0.0,23.76870210524588,23.129458549508684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-4.718302064413926,0.0,3600.0,07/20,20:00:00,07/20
4821,5013,1900-07-20 21:00:00,17.525,5.0,43.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,5.151054909139256,5.493457369231857,21.045242419681507,36.05512789365756,513.8895903911621,210198.68307945208,0.0,21.282695534486734,20.144560240296187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-3.990221373132468,0.0,3600.0,07/20,21:00:00,07/20
4822,5014,1900-07-20 22:00:00,16.0125,5.0,47.875,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,5.052804957015441,4.63513539853073,19.431517874353737,39.43621929996824,511.671730397056,210198.68307945208,0.0,19.42536084568852,18.457408819387464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-3.8591576419937574,0.0,3600.0,07/20,22:00:00,07/20
4823,5015,1900-07-20 23:00:00,14.85,4.625,50.25,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.740174157347273,4.468182975739456,18.118267061643916,41.78065936614831,512.065460502134,210198.68307945208,0.0,17.884243393240425,17.07420189895725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-3.70189396131798,0.0,3600.0,07/20,23:00:00,07/20
4824,5016,1900-07-21 00:00:00,15.4625,4.0875,46.625,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.219248377851072,6.08817701182918,17.843720935869484,40.68469044466395,511.5799365120521,210198.68307945205,0.0,16.97245737697157,16.744281332259863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-2.935889270697464,0.0,3600.0,07/21,00:00:00,07/21
4825,5017,1900-07-21 01:00:00,15.0375,3.9,47.125,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,3.915205560024847,5.572214461641512,17.256223093724778,41.39112885127997,511.49950070437166,210198.683079452,0.0,16.27900889710012,16.11704079867545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.5,-2.508515844705308,0.0,3600.0,07/21,01:00:00,07/21
4826,5018,1900-07-21 02:00:00,13.025,4.2125,55.25,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.230540521635191,3.121081739314131,15.756863391257667,46.51599762059137,509.5690493247874,210198.68307945205,0.0,15.084290473521968,14.601613807443641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.75,-2.763823300327488,0.0,3600.0,07/21,02:00:00,07/21
4827,5019,1900-07-21 03:00:00,12.2,4.0875,57.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.172357633770252,3.1929360968823257,14.754066356072045,49.08372661107755,506.8583903054638,210198.68307945205,0.0,13.968659919357904,13.565858758142976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,1.0,-2.563409172144473,0.0,3600.0,07/21,03:00:00,07/21
4828,5020,1900-07-21 04:00:00,11.5125,3.9,59.5,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,3.929504946558863,3.198146952296499,14.273979803239452,49.8138121208311,507.9834362330924,209292.91956957465,0.0,13.264639029029404,13.055832022611447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,1.0,-2.284024066018997,0.0,2700.0,07/21,04:00:00,07/21
4829,5021,1900-07-21 05:00:00,13.5375,3.9,52.25,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.0486177228810885,0.0,16.93554118855783,42.398332826094176,540.7773768069576,206534.8569067376,0.0,14.45897226709506,15.790311721662492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-3.9109424641486528,0.0,0.0,07/21,05:00:00,07/21
4830,5022,1900-07-21 06:00:00,16.375,4.9625,46.375,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,4.630443485073655,0.0,18.63972179027552,39.56795868815596,643.2327018860865,206451.77339548437,0.0,15.91306196133002,17.59241365684603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-2.57205251696122,0.0,0.0,07/21,06:00:00,07/21
4831,5023,1900-07-21 07:00:00,19.325,5.225,39.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,5.431728846266728,0.0,19.65113512453881,39.284466704820765,762.4478873042746,206176.37083090056,0.0,17.062756271005956,18.697565267618568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,-0.9143073431239772,0.0,0.0,07/21,07:00:00,07/21
4832,5024,1900-07-21 08:00:00,21.975,3.9375,31.0,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,6.13598240334484,0.0,20.67682908840827,38.713812442208294,860.7359558794074,205534.1615375861,0.0,18.18097874423243,19.810928211017863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.0040882654541836,0.0,0.0,07/21,08:00:00,07/21
4833,5025,1900-07-21 09:00:00,23.1125,2.3,25.5,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,6.648556588476887,0.0,21.65204939933526,37.77654580120132,944.0121410998884,204937.5864908261,0.0,19.237278599787476,20.859197479633487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.5708380753188678,0.0,0.0,07/21,09:00:00,07/21
4834,5026,1900-07-21 10:00:00,24.3625,1.7,22.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,7.051359135761793,0.0,22.57684429455841,36.70835420402969,1018.257252411974,204591.64741265404,0.0,20.22634998522439,21.84858019489725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.5893818830353492,0.0,0.0,07/21,10:00:00,07/21
4835,5027,1900-07-21 11:00:00,24.625,1.3249999999999997,22.0,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,7.473550382185762,0.0,23.371893750189024,36.00846410319316,1084.9835095476628,204478.64819605407,0.0,21.06189577218096,22.704859687902417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,1.5825330566219604,0.0,0.0,07/21,11:00:00,07/21
4836,5028,1900-07-21 12:00:00,25.15,1.1,20.75,0.0,147945.20547945204,0.0,0.0,0.0,0.0,0.0,0.0,7.897967345789105,0.0,24.02140340292905,35.64495562290065,1146.0491992561065,204590.1201868477,0.0,21.74073135392229,23.40982869559769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.3,500.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,2.0,25.0,60.0,0.16,1.0,0.0,1.0,0.0,0.9832507939439824,0.0,0.0,07/21,12:00:00,07/21
